
政府	广西	351722145,351722145,329600508,329600508,347828201,347828201,347756476,347756476,347745552,347745552,264800118,264800118,27006591,27006591,277458622,277458622,23478075,23478075,61944502,61944502,
	复旦大学	299728159,299728159,278084611,278084611,27255075,27255075,
	知乎用户	
金融	深圳市	272268707,272268707,290738918,290738918,285650137,285650137,290538416,290538416,27669337,27669337,266367027,266367027,270941171,270941171,25084350,25084350,30340143,30340143,41101875,41101875,
信息传媒	辽宁省沈阳市浑南二路6-11号1-20-3	26097536,26097536,345603750,345603750,61105715,61105715,36882741,36882741,36255080,36255080,30188857,30188857,348928826,348928826,20784862,20784862,322629930,322629930,41091310,41091310,
创意艺术		349609564,349609564,349292912,349292912,344919258,344919258,343775265,343775265,339963799,339963799,339632739,339632739,337600562,337600562,332943566,332943566,332715518,332715518,328902685,328902685,

	我们的太空	304160528,48510028,304160528,351964089,48510028,351964089,351991857,48510028,351991857,351831350,48510028,351831350,351823646,48510028,351823646,351542727,48510028,351542727,349613825,48510028,349613825,348639185,48510028,348639185,347411547,48510028,347411547,347791409,48510028,347791409,
高等教育	加拿大	23713590,23713590,20174795,20174795,21248935,21248935,24410803,24410803,24354850,24354850,23208855,23208855,
	莱茵行宫伯爵	348677047,348677047,320070519,320070519,26403698,26403698,50937504,50937504,21982068,21982068,308536601,308536601,27483507,27483507,264371092,264371092,19960534,19960534,37668778,37668778,
金融	王文鹏	21564651,21564651,20686702,20686702,315307618,315307618,21021759,21021759,305719166,305719166,21648983,21648983,311417745,311417745,305672094,305672094,311412349,311412349,299855445,299855445,
互联网	杭州	298673813,298673813,296233840,296233840,276768080,276768080,65684023,65684023,295559737,295559737,20542290,20542290,31504871,31504871,20386440,20386440,27710202,27710202,54897857,54897857,
	动画学术趴	27408778,48510028,27408778,270318303,48510028,270318303,292261412,48510028,292261412,288600338,48510028,288600338,27613735,48510028,27613735,270145832,48510028,270145832,29381197,48510028,29381197,267189851,48510028,267189851,266829489,48510028,266829489,266592243,48510028,266592243,
电子商务	知乎用户	
