
畜牧养殖业	青岛	351692823,351692823,350607475,350607475,349599078,349599078,349551712,349551712,266406278,266406278,267465811,267465811,349087114,349087114,347888264,347888264,348974809,348974809,330799034,330799034,
服装业		
广播电视	问题少女yyyyui	27602087,27602087,285716116,285716116,274073112,274073112,58432926,58432926,265220831,265220831,264535455,264535455,263874449,263874449,263317891,263317891,63565488,63565488,263310724,263310724,
幼儿教育	成都市	349568449,349568449,19906048,19906048,21059803,21059803,24245141,24245141,352128467,352128467,327000131,327000131,314691125,314691125,21586814,21586814,351508347,351508347,334491114,334491114,
地产建筑	珠三角	344827837,344827837,344499872,344499872,319741531,319741531,344309093,344309093,342763848,342763848,337562832,337562832,333665604,333665604,278922746,278922746,51469826,51469826,323710545,323710545,
社工服务	北京	
民用航空业	上海	
咨询分析	成都	338145852,338145852,320096542,320096542,339303824,339303824,20776172,20776172,307856254,307856254,25581349,25581349,55279747,55279747,26902772,26902772,303430267,303430267,305330750,305330750,
	爱烹牛排	52523915,48510028,52523915,351762775,48510028,351762775,349485208,48510028,349485208,339333348,48510028,339333348,349695580,48510028,349695580,20416898,48510028,20416898,344367688,48510028,344367688,39957694,48510028,39957694,346607022,48510028,346607022,49502870,48510028,49502870,
计算机硬件	北京	352473175,352473175,351747235,351747235,351224378,351224378,351180302,351180302,351033398,351033398,350043460,350043460,349698023,349698023,348113187,348113187,346210568,346210568,334730677,334730677,
	[已重置]	19673304,19673304,20291917,20291917,19773118,19773118,19870145,19870145,19862618,19862618,
