
临床医疗	KQ88口腔医学网	281917075,281917075,
出版业	知乎用户	
	真力 GENELEC	306426176,48510028,306426176,19840256,48510028,19840256,45435121,48510028,45435121,264450497,48510028,264450497,20341243,48510028,20341243,
	重庆市	38389730,48510028,38389730,339821605,48510028,339821605,338911699,48510028,338911699,335138525,48510028,335138525,335041554,48510028,335041554,332607791,48510028,332607791,325456597,48510028,325456597,333557585,48510028,333557585,331071005,48510028,331071005,333508651,48510028,333508651,
	九连真人	325540082,48510028,325540082,336035758,48510028,336035758,333634594,48510028,333634594,329427451,48510028,329427451,
资本投资		
创意艺术		296720684,296720684,266574241,266574241,23561870,23561870,21732388,21732388,35103080,35103080,27784404,27784404,275612174,275612174,21712429,21712429,266628197,266628197,267523794,267523794,
	健康中国	51443399,48510028,51443399,20713319,48510028,20713319,19754433,48510028,19754433,33102487,48510028,33102487,309676100,48510028,309676100,290516196,48510028,290516196,287761280,48510028,287761280,299076595,48510028,299076595,26458382,48510028,26458382,346598318,48510028,346598318,298505181,
	莱茵行宫伯爵	348677047,348677047,320070519,320070519,26403698,26403698,50937504,50937504,21982068,21982068,308536601,308536601,27483507,27483507,264371092,264371092,19960534,19960534,37668778,37668778,
互联网	北京	322758734,322758734,23862545,23862545,36216606,36216606,275253943,275253943,25118134,25118134,54318055,54318055,21089977,21089977,50109801,50109801,27487566,27487566,267607399,267607399,
	尤加利	280493241,280493241,340313114,340313114,313798660,313798660,268216399,268216399,346450641,346450641,343988468,343988468,270544790,270544790,56258106,56258106,20840874,20840874,306275416,306275416,
	深圳市	351108862,351108862,345413723,345413723,344780658,344780658,343633553,343633553,338301661,338301661,339902008,339902008,339804317,339804317,338801832,338801832,337346535,337346535,336662542,336662542,
	吃葡萄不吐葡萄皮	313992034,313992034,21586150,21586150,313717231,313717231,294785622,294785622,
临床医疗	杭州	33939746,33939746,20632901,20632901,30764394,30764394,58749972,58749972,26863838,26863838,22932380,22932380,20244229,20244229,281293026,281293026,56477060,56477060,31210874,31210874,
计算机软件	萨克森自由州	
医疗服务	北京市海淀区学院路7号弘彧大厦东门裙楼二层	334516504,334516504,336918347,336918347,325868553,325868553,323047626,323047626,322187329,322187329,306160541,306160541,282896783,282896783,65421210,65421210,48779630,48779630,23818603,23818603,
餐饮	四川	352231492,352231492,352143972,352143972,351190633,351190633,302479879,302479879,339489489,339489489,348508571,348508571,350823185,350823185,350336215,350336215,349022103,349022103,343141235,343141235,
