
		352330172,352330172,352171479,352171479,343998678,343998678,342919447,342919447,336161746,336161746,335605109,335605109,334336351,334336351,331550718,331550718,330014436,330014436,41299625,41299625,
广播电视	蜗牛大叔	352529979,352529979,352237500,352237500,352147808,352147808,352021970,352021970,350405710,350405710,351698553,351698553,351506770,351506770,351361162,351361162,351251452,351251452,350893744,350893744,
	DIY飞跃计划	291597382,48510028,291597382,23090759,48510028,23090759,19711002,34309725,48510028,34309725,19711002,48510028,19711002,22430380,48510028,22430380,25009199,48510028,25009199,20830287,48510028,20830287,347199729,48510028,347199729,347172506,48510028,347172506,334435316,48510028,334435316,
互联网	北京	319776669,48510028,319776669,343181690,48510028,343181690,336859540,48510028,336859540,267873909,48510028,267873909,65947726,48510028,65947726,31498888,48510028,31498888,58343851,48510028,58343851,58028646,48510028,58028646,
资本投资	巨乘佛教创始人之一	
	北京外国语大学	333199024,48509984,333199024,340486237,48509984,340486237,38605414,48509984,38605414,321970318,48509984,321970318,319559524,48509984,319559524,30406114,48509984,30406114,306622914,48509984,306622914,282227127,48509984,282227127,19930038,48509984,19930038,27083150,48509984,27083150,
金融	北京	283500024,48509984,283500024,62125925,48509984,62125925,62033399,48509984,62033399,58936210,48509984,58936210,25063347,48509984,25063347,55911764,48509984,55911764,53055528,48509984,53055528,23964497,48509984,23964497,50345899,48509984,50345899,50242293,48509984,50242293,
	夏满酱	318349012,318349012,30895291,30895291,315111112,315111112,300674997,300674997,26833362,26833362,
	鲁迅美术学院大连校区	
科研	慈溪	352282782,352282782,349910601,349910601,352074816,352074816,269664100,269664100,268009004,268009004,35682635,35682635,351691060,351691060,351573024,351573024,351397995,351397995,351247171,351247171,
教育	法国	22841134,22841134,19988840,19988840,327386340,327386340,19844282,19844282,298521066,298521066,36994068,36994068,23517754,23517754,62360046,62360046,20727479,20727479,51921366,51921366,
食品饮料业		
临床医疗	多伦多	284137799,48509984,284137799,19728101,48509984,19728101,336188212,48509984,336188212,324888284,48509984,324888284,332890707,48509984,332890707,327274825,48509984,327274825,323322806,48509984,323322806,322090420,48509984,322090420,30133876,48509984,30133876,31139712,48509984,31139712,
人力资源	上海	328571237,328571237,352047773,352047773,352171277,352171277,351704168,351704168,352228356,352228356,352173424,352173424,350804849,350804849,350692548,350692548,350655387,350655387,350595678,350595678,
高等教育		
广播电视	香港	352108632,48510028,352108632,352233691,48510028,352233691,352173424,48510028,352173424,349870265,48510028,349870265,350675490,48510028,350675490,27380832,48510028,27380832,350193943,48510028,350193943,350038769,48510028,350038769,347836429,48510028,347836429,348029701,48510028,348029701,
创意艺术	帝都	351089498,351089498,346844872,346844872,349675596,349675596,342285861,342285861,277195205,277195205,64876394,64876394,342638515,342638515,342871207,342871207,341297613,341297613,340365232,340365232,
广告	南京	345450816,345450816,264051433,264051433,341757184,341757184,313749364,313749364,340424050,340424050,336431847,336431847,338056945,338056945,337744918,337744918,305589971,305589971,320637914,320637914,
高等教育	杭州	274275496,274275496,271520227,271520227,
	华中科技大学	275680961,275680961,
法律	北京	352498719,352498719,338879470,338879470,23524157,23524157,350552174,350552174,299074009,299074009,35317151,35317151,349349762,349349762,345606113,345606113,319506397,319506397,22798626,22798626,
	D奶萌妹菁喵喵	20197176,20197176,328438112,328438112,319371540,319371540,285460204,285460204,61400046,61400046,30281487,30281487,321151616,321151616,
	bingo	346934542,346934542,52749037,52749037,266856781,266856781,68450231,68450231,
高等教育	返朴	296879512,296879512,346999432,346999432,313621529,313621529,29488853,29488853,23138465,23138465,349872638,349872638,344123119,344123119,349705396,349705396,349697452,349697452,349548263,349548263,
教育	温伯雪	327563279,327563279,350068974,350068974,270393195,270393195,350091798,350091798,348859803,348859803,312115311,312115311,305904866,305904866,349192039,349192039,350050209,350050209,333264576,333264576,
	美国	21875065,48510028,21875065,
培训	天津	56081506,56081506,343742713,343742713,342817372,342817372,342389080,342389080,342296334,342296334,329077765,329077765,322605711,322605711,301121587,301121587,340134550,340134550,339855206,339855206,
