

金融		48907433,48510028,48907433,59077866,48510028,59077866,27709001,48510028,27709001,26525931,48510028,26525931,47929394,48510028,47929394,36707801,48510028,36707801,30821648,48510028,30821648,29191397,48510028,29191397,26637304,48510028,26637304,35803240,48510028,35803240,
互联网	北京	
	知乎用户	
互联网	北京	322758734,322758734,23862545,23862545,36216606,36216606,275253943,275253943,25118134,25118134,54318055,54318055,21089977,21089977,50109801,50109801,27487566,27487566,267607399,267607399,
高等教育	青岛	330993785,48510028,330993785,330235820,48510028,330235820,24811233,48510028,24811233,321695737,48510028,321695737,31502257,48510028,31502257,23305736,48510028,23305736,328450551,48510028,328450551,21466753,48510028,21466753,324256166,48510028,324256166,325166718,48510028,325166718,
	叶辰渊	332265335,332265335,310502414,310502414,314186543,314186543,313303577,313303577,313615527,313615527,313628447,313628447,267422261,267422261,310781797,310781797,307172197,307172197,54369266,54369266,
法律		352227381,48510028,352227381,349502360,48510028,349502360,319863335,48510028,319863335,346713326,48510028,346713326,344039773,48510028,344039773,346554824,48510028,346554824,343953177,48510028,343953177,337166531,48510028,337166531,339948324,48510028,339948324,326125696,48510028,326125696,
	混沌大学	20281460,48510028,20281460,22818974,48510028,22818974,321219463,48510028,321219463,19727047,48510028,19727047,318657727,48510028,318657727,321317538,48510028,321317538,306249128,48510028,306249128,23524562,48510028,23524562,19551084,48510028,19551084,21733358,48510028,21733358,
电子游戏	永州	352361530,352361530,350706759,350706759,335183322,335183322,352173424,352173424,352116978,352116978,352076986,352076986,351900452,351900452,350868589,350868589,351525979,351525979,351508151,351508151,
	学园都市风纪委员第177支部	352507127,352507127,352166145,352166145,351767940,351767940,351992880,351992880,351865946,351865946,351920358,351920358,351797373,351797373,351155109,351155109,351193531,351193531,351582185,351582185,
科研	北京	349792917,349792917,339919211,339919211,346686752,346686752,305216820,305216820,305194301,305194301,29138020,29138020,304360051,304360051,304321157,304321157,304290248,304290248,304271590,304271590,
	第一反应急救	308375308,48510028,308375308,316482179,48510028,316482179,315713538,48510028,315713538,315717421,48510028,315717421,315712065,48510028,315712065,294428001,48510028,294428001,290573192,48510028,290573192,21237389,48510028,21237389,34643605,48510028,34643605,19760394,48510028,19760394,
政府	江苏	
教育	温伯雪	327563279,327563279,350068974,350068974,270393195,270393195,350091798,350091798,348859803,348859803,312115311,312115311,305904866,305904866,349192039,349192039,350050209,350050209,333264576,333264576,
政府	北京	314525325,314525325,352173424,352173424,351902858,351902858,351747235,351747235,288377320,288377320,350788401,350788401,346178233,346178233,351152235,351152235,339385113,339385113,38414825,38414825,
食品饮料业	上海	21738443,48510028,21738443,343850790,48510028,343850790,344865142,48510028,344865142,344788683,48510028,344788683,342272475,48510028,342272475,338376650,48510028,338376650,336253512,48510028,336253512,333463946,48510028,333463946,323400514,48510028,323400514,321107584,48510028,321107584,
	知乎用户	
汽车	北京	33406840,33406840,279541291,279541291,278636283,278636283,278104329,278104329,278536185,278536185,57692869,57692869,275547303,275547303,46704477,46704477,65494742,65494742,32170662,32170662,
民用航空业	广州市	351798864,48509984,351798864,349598228,48509984,349598228,346282105,48509984,346282105,348000596,48509984,348000596,329473987,48509984,329473987,339340250,48509984,339340250,334886900,48509984,334886900,332285306,336692697,48509984,336692697,330165233,48509984,330165233,336119216,48509984,336119216,
互联网	北京	350675490,350675490,350030635,350030635,322801304,322801304,318242719,318242719,312461744,312461744,299970574,299970574,21105795,21105795,21606264,21606264,298780005,298780005,296975344,296975344,
计算机硬件	聊城	
	高千山	
教育	悉尼 (Sydney)	336241522,336241522,324943215,324943215,318258234,318258234,319352329,319352329,313093861,313093861,312814893,312814893,284206141,284206141,34812999,34812999,312745776,312745776,28966967,28966967,
科研	西安	338872631,48510028,338872631,39496448,48510028,39496448,351148107,48510028,351148107,337670520,48510028,337670520,26519773,48510028,26519773,350787653,48510028,350787653,28878205,48510028,28878205,56243371,48510028,56243371,348515819,48510028,348515819,347066022,48510028,347066022,
高等教育	英国	352473175,48510028,352473175,351920965,48510028,351920965,346862321,48510028,346862321,23448791,48510028,23448791,349870265,48510028,349870265,346198994,48510028,346198994,348916228,48510028,348916228,345282592,48510028,345282592,334189586,48510028,334189586,340516766,48510028,340516766,
	小虾汉斯	350631177,350631177,37658459,37658459,21436078,21436078,349423754,349423754,20291129,20291129,28249356,28249356,265590650,265590650,342118950,342118950,60069033,60069033,290440696,290440696,
互联网	北京市	297726264,48509984,297726264,339495165,48509984,339495165,302242038,48509984,302242038,23900793,48509984,23900793,335092172,48509984,335092172,35186326,48509984,35186326,266233586,48509984,266233586,26290994,48509984,26290994,31149968,48509984,31149968,53675464,48509984,53675464,
金融	成都	
	仙境里的小屋	32300010,32300010,352074184,352074184,35103080,35103080,335807213,335807213,351139751,351139751,279262202,279262202,23819007,23819007,35046637,35046637,300656169,300656169,40207910,40207910,
互联网	广州市	270883846,270883846,26161562,26161562,266230601,266230601,26784045,26784045,43607087,43607087,20270540,20270540,54244634,54244634,46726145,46726145,27751139,27751139,263909521,263909521,
法律	上海市	351779111,48509984,351779111,351118441,48509984,351118441,350655387,48509984,350655387,29861427,48509984,29861427,348350686,48509984,348350686,349120697,48509984,349120697,346897709,48509984,346897709,61427887,48509984,61427887,347354112,48509984,347354112,345411976,48509984,345411976,
