
	北京市海淀区	349316857,349316857,349582620,349582620,349467377,349467377,348446670,348446670,349307874,349307874,346819757,346819757,338528717,338528717,335195955,335195955,334602045,334602045,44931521,44931521,
高等教育	幸运的人	349982956,349982956,350011483,350011483,290902886,290902886,263984060,263984060,339511866,339511866,30428620,30428620,336777535,336777535,333601018,333601018,333208946,333208946,328885351,328885351,
	鲁汶大学（KU Leuven）	347877275,347877275,338330635,338330635,334032660,334032660,312913782,312913782,46453150,46453150,46535411,46535411,330030424,330030424,312277579,312277579,327361885,327361885,319803373,319803373,
高等教育	Ultra High Temperature	
	中国农业大学	
非营利组织	中国	352108632,48510028,352108632,350931231,48510028,350931231,349446855,48510028,349446855,349215148,48510028,349215148,348639185,48510028,348639185,307709607,48510028,307709607,347687815,48510028,347687815,347520333,48510028,347520333,25413744,48510028,25413744,346548646,48510028,346548646,
	北京市	347685217,48509984,347685217,345989500,48509984,345989500,342338693,48509984,342338693,339579365,48509984,339579365,287958865,48509984,287958865,331869630,48509984,331869630,331821697,48509984,331821697,58826973,48509984,58826973,317756264,48509984,317756264,303045174,48509984,303045174,
高等教育	北京	334381753,48510028,334381753,351831750,48510028,351831750,351903401,48510028,351903401,351706847,48510028,351706847,346057428,48510028,346057428,349906386,48510028,349906386,319207240,48510028,319207240,348127678,48510028,348127678,28987052,48510028,28987052,53318666,48510028,53318666,
科研	山东	
	White	50315638,50315638,348882560,348882560,22681598,22681598,19588342,19588342,339411861,339411861,22564939,22564939,57921210,57921210,39474276,39474276,332283369,332283369,281895917,281895917,
高等教育	上海	349462550,48509984,349462550,348882560,48509984,348882560,336144045,48509984,336144045,345989500,48509984,345989500,342338693,48509984,342338693,339557479,48509984,339557479,336980657,48509984,336980657,335401108,48509984,335401108,331821697,48509984,331821697,331716110,48509984,331716110,
	北京市	41608960,41608960,52422433,52422433,336392180,336392180,344565981,344565981,306195630,306195630,343120043,343120043,337530792,337530792,339092184,339092184,339208661,339208661,57921210,57921210,
	室女座超星系团	351468379,351468379,351094936,351094936,349810480,349810480,349307874,349307874,334340444,334340444,347881110,347881110,275368239,275368239,348121377,348121377,347289809,347289809,346659251,346659251,
	匡世珉	29316970,48509984,29316970,40409449,48509984,40409449,29039728,48509984,29039728,51033691,48509984,51033691,52958268,48509984,52958268,29446508,48509984,29446508,47370254,48509984,47370254,51080627,48509984,51080627,38892515,48509984,38892515,27807675,48509984,27807675,
高等教育		
	德国	341415289,48509984,341415289,352171277,48509984,352171277,351549481,48509984,351549481,320075644,48509984,320075644,330602578,48509984,330602578,296073922,48509984,296073922,348542016,48509984,348542016,340654495,48509984,340654495,27136527,48509984,27136527,345178833,48509984,345178833,
	伦敦	321524414,321524414,316708094,316708094,38854889,38854889,291016726,291016726,280041264,280041264,22725305,22725305,265841473,265841473,58400340,58400340,265013414,265013414,264314206,264314206,
科研	知乎用户	
	上海	332128488,332128488,343183248,343183248,342739772,342739772,341043521,341043521,339731015,339731015,336571382,336571382,319186844,319186844,28159220,28159220,333208946,333208946,331841818,331841818,
科研	少司命	346999432,48510028,346999432,291597382,48510028,291597382,52579481,48510028,52579481,338619329,48510028,338619329,334681627,48510028,334681627,332903563,48510028,332903563,268218579,48510028,268218579,332837918,48510028,332837918,329510875,48510028,329510875,301668691,48510028,301668691,
	牛津大学 (University of Oxford)	35728625,48510028,35728625,345295530,48510028,345295530,327340133,48510028,327340133,321448345,48510028,321448345,273819507,48510028,273819507,310982639,48510028,310982639,25217301,48510028,25217301,267241317,48510028,267241317,304844787,48510028,304844787,27895936,48510028,27895936,
科研	耶路撒冷	347654789,48509984,347654789,343030840,48509984,343030840,344566554,48509984,344566554,317726791,48509984,317726791,341534085,48509984,341534085,319902839,48509984,319902839,320845192,48509984,320845192,315836412,48509984,315836412,27940474,48509984,27940474,312322526,48509984,312322526,
高等教育	上海	
