
	卡尔斯鲁厄理工学院	21710137,21710137,266437086,266437086,267668580,267668580,
科研	溪流	33535085,48510028,33535085,320650054,48510028,320650054,66480166,48510028,66480166,316749820,48510028,316749820,316062439,48510028,316062439,314192065,48510028,314192065,41265389,48510028,41265389,311345643,48510028,311345643,311448313,48510028,311448313,312065259,48510028,312065259,
互联网	上海	27542222,27542222,268953363,268953363,23657068,23657068,267373226,267373226,26911122,26911122,62918056,62918056,62892814,62892814,303145133,303145133,304705568,304705568,291426044,291426044,
	波意耳	329204554,329204554,319242574,319242574,302423613,302423613,52949435,52949435,21244501,21244501,51703875,51703875,34643719,34643719,60698303,60698303,40660837,40660837,279764146,279764146,
互联网	北京理工大学（BIT）	297533244,297533244,297019407,297019407,295849325,295849325,265606986,265606986,
教育	美国加州	
	我们的太空	304160528,48510028,304160528,351964089,48510028,351964089,351991857,48510028,351991857,351831350,48510028,351831350,351823646,48510028,351823646,351542727,48510028,351542727,349613825,48510028,349613825,348639185,48510028,348639185,347411547,48510028,347411547,347791409,48510028,347791409,
	JOEY	65687246,65687246,
汽车	张立晨	53255456,53255456,28878205,28878205,347910056,347910056,20411997,20411997,337998165,337998165,20411997,337644234,337644234,19854130,19854130,269137690,269137690,327518737,327518737,327117515,327117515,
	成都	338242684,338242684,338751706,338751706,339263045,339263045,339666658,339666658,339683972,339683972,332946634,332946634,329688382,329688382,323062405,323062405,323189993,323189993,324184858,324184858,
餐饮	四川	352231492,352231492,352143972,352143972,351190633,351190633,302479879,302479879,339489489,339489489,348508571,348508571,350823185,350823185,350336215,350336215,349022103,349022103,343141235,343141235,
高新科技	旧金山湾区	263898053,263898053,286094704,286094704,282096099,282096099,280900876,280900876,57973656,57973656,66272949,66272949,272134233,272134233,265709495,265709495,264872556,264872556,264089895,264089895,
非营利组织	中国	351047394,351047394,348637052,348637052,330402365,330402365,345709744,345709744,343382530,343382530,341421010,341421010,341811886,341811886,340238068,340238068,341488362,341488362,329922480,329922480,
	林初寒	56594549,56594549,31130195,31130195,29416422,29416422,
国防军事		277857761,277857761,279556748,279556748,281028817,281028817,280692558,280692558,279678896,279678896,
	知乎用户	
科研	少司命	346999432,48510028,346999432,291597382,48510028,291597382,52579481,48510028,52579481,338619329,48510028,338619329,334681627,48510028,334681627,332903563,48510028,332903563,268218579,48510028,268218579,332837918,48510028,332837918,329510875,48510028,329510875,301668691,48510028,301668691,
	知乎用户	
军火		338532952,338532952,35682635,35682635,347329365,347329365,349944053,349944053,343403115,343403115,351835380,351835380,283225380,283225380,351674957,351674957,351592617,351592617,351849451,351849451,
互联网	北京大学	347620659,347620659,336041131,336041131,277810536,277810536,291488103,291488103,26833362,26833362,21016163,21016163,263748930,263748930,282996936,282996936,31314801,31314801,37455810,37455810,
培训	日本狸猫田中裕之	347601791,347601791,348316983,348316983,271960444,271960444,286557427,286557427,59469123,59469123,36451958,36451958,19793912,19793912,343828662,343828662,342410253,342410253,341399155,341399155,
艺术娱乐	上海	351145503,48509984,351145503,28247984,48509984,28247984,350126182,48509984,350126182,322990786,48509984,322990786,348181962,48509984,348181962,347358765,48509984,347358765,327906843,48509984,327906843,346215062,48509984,346215062,317516405,48509984,317516405,345293594,48509984,345293594,
	赵乐子	351697843,351697843,351697255,351697255,348644766,348644766,282592612,282592612,318322746,318322746,282967759,282967759,308130078,308130078,65702034,65702034,60480309,60480309,297030742,297030742,
计算机软件	上海	333165246,333165246,34808832,34808832,327624530,326926486,327624530,327624530,40577512,40577512,267230043,267230043,264090022,264090022,68099193,68099193,30814779,30814779,66045473,66045473,65077539,65077539,
教育	北京	
	摩登中产	265890550,265890550,29228007,29228007,21626665,21626665,34651180,34651180,46842994,46842994,22901782,22901782,24871100,24871100,51865848,51865848,33178973,33178973,52127140,52127140,
	小虾汉斯	350631177,350631177,37658459,37658459,21436078,21436078,349423754,349423754,20291129,20291129,28249356,28249356,265590650,265590650,342118950,342118950,60069033,60069033,290440696,290440696,
