
金融		48907433,48510028,48907433,59077866,48510028,59077866,27709001,48510028,27709001,26525931,48510028,26525931,47929394,48510028,47929394,36707801,48510028,36707801,30821648,48510028,30821648,29191397,48510028,29191397,26637304,48510028,26637304,35803240,48510028,35803240,
互联网	广州市	349446855,349446855,346251595,346251595,345648429,345648429,345281543,345281543,345416741,345416741,345385657,345385657,345431917,345431917,345432921,345432921,344263265,344263265,345125892,345125892,
	ani padme	64084856,64084856,50279373,50279373,19730085,19730085,349900311,349900311,299708127,299708127,328151431,328151431,345996119,345996119,39570589,39570589,343262690,343262690,342367471,342367471,
培训	上海	323510370,48510028,323510370,328571237,48510028,328571237,298551535,48510028,298551535,351703696,48510028,351703696,337529445,48510028,337529445,340586328,48510028,340586328,345207473,48510028,345207473,20302989,48510028,20302989,20181996,48510028,20181996,29896587,48510028,29896587,
互联网	上海	337612641,48510028,337612641,
	我们的太空	304160528,48510028,304160528,351964089,48510028,351964089,351991857,48510028,351991857,351831350,48510028,351831350,351823646,48510028,351823646,351542727,48510028,351542727,349613825,48510028,349613825,348639185,48510028,348639185,347411547,48510028,347411547,347791409,48510028,347791409,
	即刻	266978803,266978803,61174249,61174249,48483977,48483977,
渔业	某垫底211	
	中山大学	349781196,48510028,349781196,349598228,48510028,349598228,68647249,48510028,68647249,347745552,48510028,347745552,331830864,48510028,331830864,32210468,48510028,32210468,340096565,48510028,340096565,339422830,48510028,339422830,21100102,48510028,21100102,338809806,48510028,338809806,
食品饮料业		
临床医疗		350157412,48510028,350157412,351947297,48510028,351947297,352061495,48510028,352061495,351699985,48510028,351699985,344238261,48510028,344238261,351989080,48510028,351989080,351925201,48510028,351925201,346786575,48510028,346786575,345606113,48510028,345606113,351752346,48510028,351752346,
计算机软件	梧桐落暮雪归	315012080,315012080,331986863,331986863,330591287,330591287,328509077,328509077,48497414,48497414,46926433,46926433,329643186,329643186,321055971,321055971,64620079,64620079,322186687,322186687,
科研	Austin. TX. USA	351391239,48510028,351391239,350183787,48510028,350183787,265130473,48510028,265130473,347550597,48510028,347550597,348515847,48510028,348515847,346724319,48510028,346724319,347733161,48510028,347733161,34881132,48510028,34881132,347209098,48510028,347209098,347057268,48510028,347057268,
	搬砖	315881486,315881486,305416101,305416101,42205480,42205480,67624689,67624689,53224378,53224378,31271400,31271400,31618682,31618682,29318344,29318344,27313131,27313131,27970399,27970399,
	周诗勇	348990398,348990398,37442854,37442854,345453506,345453506,342016897,342016897,336129356,336129356,336867884,336867884,333243689,333243689,334572848,334572848,332829944,332829944,327601675,327601675,
食品饮料业	上海	21738443,48510028,21738443,343850790,48510028,343850790,344865142,48510028,344865142,344788683,48510028,344788683,342272475,48510028,342272475,338376650,48510028,338376650,336253512,48510028,336253512,333463946,48510028,333463946,323400514,48510028,323400514,321107584,48510028,321107584,
互联网	北京	319268236,319268236,288721224,288721224,277661679,277661679,266638870,266638870,63407570,63407570,61032969,61032969,59854507,59854507,58225198,58225198,38756999,38756999,39680302,39680302,
	知乎用户	
科研	少司命	346999432,48510028,346999432,291597382,48510028,291597382,52579481,48510028,52579481,338619329,48510028,338619329,334681627,48510028,334681627,332903563,48510028,332903563,268218579,48510028,268218579,332837918,48510028,332837918,329510875,48510028,329510875,301668691,48510028,301668691,
高等教育	北京	343829403,343829403,325137779,325137779,284737071,284737071,59709790,59709790,48384130,48384130,28400346,28400346,46474819,46474819,51141146,51141146,
互联网	北京	277132148,277132148,349342292,349342292,344897808,344897808,345703939,345703939,347022943,347022943,344291681,344291681,23523696,23523696,345525447,345525447,345432659,345432659,344266141,344266141,
互联网	蔡桦	347011915,347011915,344844595,344844595,53051544,53051544,342763829,342763829,338032570,338032570,324720000,324720000,318332428,318332428,319182498,319182498,64832446,64832446,329143106,329143106,
互联网	北京	68119526,68119526,348814292,348814292,304214779,304214779,330093911,330093911,300415773,300415773,333044920,333044920,330480175,330480175,329811987,329811987,329342930,329342930,328435101,328435101,
高等教育	英国	352473175,48510028,352473175,351920965,48510028,351920965,346862321,48510028,346862321,23448791,48510028,23448791,349870265,48510028,349870265,346198994,48510028,346198994,348916228,48510028,348916228,345282592,48510028,345282592,334189586,48510028,334189586,340516766,48510028,340516766,
