
图书馆		348997776,348997776,351105515,351105515,349763770,349763770,348582970,348582970,351200081,351200081,349936363,349936363,339473990,339473990,334282916,334282916,348115174,348115174,284621059,284621059,
特殊教育		277810463,277810463,276488630,276488630,51961786,51961786,275433741,275433741,48268466,48268466,65273116,65273116,270858386,270858386,271022199,271022199,276052326,276052326,26985993,26985993,
信息传媒	辽宁省沈阳市浑南二路6-11号1-20-3	345603750,345603750,61105715,61105715,36882741,36882741,36255080,36255080,30188857,30188857,348928826,348928826,20784862,20784862,322629930,322629930,41091310,41091310,21016383,21016383,
教育	北京	40668735,40668735,39004841,39004841,29601329,29601329,27331431,27331431,23483842,23483842,24670941,24670941,27897924,27897924,26908009,26908009,23312988,23312988,23079663,23079663,
信息传媒	上海	23415480,23415480,284414564,284414564,283946678,283946678,265895347,265895347,281395658,281395658,282186513,282186513,282331322,282331322,282683608,282683608,272102737,272102737,281637180,281637180,
互联网		
互联网	Azeroth	
证券投资	北京	29355263,48510028,29355263,287792506,48510028,287792506,290031370,48510028,290031370,288962430,48510028,288962430,28793652,48510028,28793652,53768802,48510028,53768802,39991737,48510028,39991737,267316059,48510028,267316059,285615835,48510028,285615835,276584426,48510028,276584426,
电子游戏	上海	296598731,296598731,348770469,348770469,347250899,347250899,346238983,346238983,309687404,309687404,343824912,343824912,342412592,342412592,339296584,339296584,338483592,338483592,338528021,338528021,
互联网	黄猫	303539827,303539827,281179300,281179300,21901731,21901731,22082457,22082457,20337411,20337411,20454315,20454315,27739717,27739717,24674958,24674958,20398841,20398841,19764746,19764746,
	野兽生活研究所	298554796,48510028,298554796,44945488,48510028,44945488,30634846,48510028,30634846,311294946,48510028,311294946,19645610,48510028,19645610,303672817,48510028,303672817,311297911,48510028,311297911,19797264,48510028,19797264,314637527,48510028,314637527,297324329,48510028,297324329,
	混沌大学	20281460,48510028,20281460,22818974,48510028,22818974,321219463,48510028,321219463,19727047,48510028,19727047,318657727,48510028,318657727,321317538,48510028,321317538,306249128,48510028,306249128,23524562,48510028,23524562,19551084,48510028,19551084,21733358,48510028,21733358,
	知乎用户	
	连乔	65437198,65437198,65098412,65098412,19777893,19777893,43304486,43304486,55318807,55318807,54682122,54682122,54217494,54217494,23553795,23553795,53832840,53832840,53373794,53373794,
政府		40183780,40183780,342521941,342521941,299806452,299806452,285292342,285292342,278784992,278784992,29295145,29295145,64793823,64793823,65225280,65225280,65225280,64488498,64488498,62309279,62309279,

电子游戏	永州	352361530,352361530,350706759,350706759,335183322,335183322,352173424,352173424,352116978,352116978,352076986,352076986,351900452,351900452,350868589,350868589,351525979,351525979,351508151,351508151,
职业教育	上海	24399025,24399025,63178949,63178949,324250123,324250123,323441147,323441147,317702983,317702983,318937234,318937234,22267300,22267300,323459753,323459753,320563730,320563730,22187212,22187212,
互联网		
	
互联网	北京	325274459,325274459,270791770,270791770,65876077,65876077,63550626,63550626,62261547,62261547,59972983,59972983,60061615,60061615,29989174,29989174,19555837,19555837,52293685,52293685,
餐饮	四川	352231492,352231492,352143972,352143972,351190633,351190633,302479879,302479879,339489489,339489489,348508571,348508571,350823185,350823185,350336215,350336215,349022103,349022103,343141235,343141235,
	roaR	
食品饮料业	上海	21738443,48510028,21738443,343850790,48510028,343850790,344865142,48510028,344865142,344788683,48510028,344788683,342272475,48510028,342272475,338376650,48510028,338376650,336253512,48510028,336253512,333463946,48510028,333463946,323400514,48510028,323400514,321107584,48510028,321107584,
	云米全屋互联网家电	59390509,48510028,59390509,275630227,48510028,275630227,326312782,48510028,326312782,319714678,48510028,319714678,315826165,48510028,315826165,274148333,48510028,274148333,326778298,48510028,326778298,
	知乎用户	
互联网	北京	350509755,350509755,345584653,345584653,348270901,348270901,273897897,273897897,21297871,21297871,337652398,337652398,337128929,337128929,334701029,334701029,333812385,333812385,331574579,331574579,

科研	少司命	346999432,48510028,346999432,291597382,48510028,291597382,52579481,48510028,52579481,338619329,48510028,338619329,334681627,48510028,334681627,332903563,48510028,332903563,268218579,48510028,268218579,332837918,48510028,332837918,329510875,48510028,329510875,301668691,48510028,301668691,
互联网	北京	350675490,350675490,350030635,350030635,322801304,322801304,318242719,318242719,312461744,312461744,299970574,299970574,21105795,21105795,21606264,21606264,298780005,298780005,296975344,296975344,
政府	北京	351122226,351122226,352080473,352080473,318850670,318850670,51657224,51657224,23713916,23713916,350711751,350711751,39369539,39369539,346817505,346817505,301768678,301768678,348773626,348773626,
互联网	北京	59156172,59156172,37030799,37030799,50614384,50614384,25285786,25285786,21149815,21149815,47908832,47908832,24572110,41330677,41330677,41322180,41322180,41238266,41238266,41213792,41213792,
艺术娱乐	上海	351145503,48509984,351145503,28247984,48509984,28247984,350126182,48509984,350126182,322990786,48509984,322990786,348181962,48509984,348181962,347358765,48509984,347358765,327906843,48509984,327906843,346215062,48509984,346215062,317516405,48509984,317516405,345293594,48509984,345293594,
	悟道	343052572,343052572,344891586,344891586,341397173,341397173,335365056,335365056,344881714,344881714,338787598,338787598,
资本投资	北京	351122226,351122226,265660805,265660805,351470445,351470445,351074765,351074765,349942003,349942003,350605172,350605172,350113338,350113338,343995371,343995371,349998035,349998035,349712935,349712935,
	除以一	299038204,299038204,34504406,34504406,30499188,30499188,40190886,40190886,268450915,268450915,29233978,29233978,61917117,61917117,53527823,53527823,263880060,263880060,30411711,30411711,
创意艺术	深圳市	346827077,346827077,346965791,346965791,264213676,264213676,306036087,306036087,309460482,309460482,327413818,327413818,22227462,22227462,322450073,322450073,41523327,41523327,36508400,36508400,
服务业		281271203,281271203,35713301,35713301,266486155,266486155,20982901,20982901,45813597,45813597,265650396,265650396,265420516,265420516,266589825,266589825,30153982,30153982,266192035,266192035,
	
高等教育	年少不知青衫薄	326169208,326169208,329873501,329873501,327035700,327035700,324511206,324511206,
高等教育	英国	352473175,48510028,352473175,351920965,48510028,351920965,346862321,48510028,346862321,23448791,48510028,23448791,349870265,48510028,349870265,346198994,48510028,346198994,348916228,48510028,348916228,345282592,48510028,345282592,334189586,48510028,334189586,340516766,48510028,340516766,
娱乐休闲		351835459,351835459,350743643,350743643,344074998,344074998,343775372,343775372,343245891,343245891,342539481,342539481,339944846,339944846,341473529,341473529,341253566,341253566,64098717,64098717,
机械设备	上海	351110533,48510028,351110533,347495742,48510028,347495742,39782227,48510028,39782227,306237048,48510028,306237048,307567200,48510028,307567200,302951061,48510028,302951061,19849503,48510028,19849503,273646648,48510028,273646648,270958521,48510028,270958521,269724779,48510028,269724779,
保险	幼儿园闺女同班	290727512,48510028,290727512,351810026,48510028,351810026,49219767,48510028,49219767,345103139,48510028,345103139,343411933,48510028,343411933,345307809,48510028,345307809,339171032,48510028,339171032,30909236,48510028,30909236,342136337,48510028,342136337,341123957,48510028,341123957,
互联网	北京市	297726264,48509984,297726264,339495165,48509984,339495165,302242038,48509984,302242038,23900793,48509984,23900793,335092172,48509984,335092172,35186326,48509984,35186326,266233586,48509984,266233586,26290994,48509984,26290994,31149968,48509984,31149968,53675464,48509984,53675464,
