
广播电视	北京	40315645,40315645,280131825,280131825,280493241,280493241,264007570,264007570,296480612,296480612,269455526,269455526,27985322,27985322,279804105,279804105,25348665,25348665,29690800,29690800,
教育	伦敦（Greater London）	37281305,48510028,37281305,20903135,48510028,20903135,20727479,48510028,20727479,29054726,48510028,29054726,68514971,48510028,68514971,19929256,48510028,19929256,28499078,48510028,28499078,24355775,48510028,24355775,273745079,48510028,273745079,26964462,48510028,26964462,
信息传媒	辽宁省沈阳市浑南二路6-11号1-20-3	26097536,26097536,345603750,345603750,61105715,61105715,36882741,36882741,36255080,36255080,30188857,30188857,348928826,348928826,20784862,20784862,322629930,322629930,41091310,41091310,
互联网	上海	
	深圳市	
房地产	上海	27622317,27622317,322880215,322880215,345456714,345456714,31630356,31630356,24719704,24719704,323061147,323061147,51965677,334752099,334752099,317637620,317637620,333549058,333549058,334329380,334329380,
金融	王文鹏	21564651,21564651,20686702,20686702,315307618,315307618,21021759,21021759,305719166,305719166,21648983,21648983,311417745,311417745,305672094,305672094,311412349,311412349,299855445,299855445,
互联网	广东省	59708134,59708134,59791160,59791160,59758658,59758658,56533096,56533096,59094646,59094646,41239803,41239803,22398342,22398342,58438022,58438022,57698363,57698363,42235576,42235576,
	gunyuandi	351709543,351709543,269773382,269773382,313195809,313195809,
基础教育	上海	350025091,350025091,347662091,347662091,342466759,342466759,339456382,339456382,340856936,340856936,335108393,335108393,334715752,334715752,332454549,332454549,333195546,333195546,331678808,331678808,
	
	允恭克让	335778163,335778163,313785682,313785682,293749356,293749356,270050821,270050821,269443062,269443062,67686395,67686395,48072000,48072000,66352153,66352153,59319048,59319048,65852758,65852758,
	混沌大学	20281460,48510028,20281460,22818974,48510028,22818974,321219463,48510028,321219463,19727047,48510028,19727047,318657727,48510028,318657727,321317538,48510028,321317538,306249128,48510028,306249128,23524562,48510028,23524562,19551084,48510028,19551084,21733358,48510028,21733358,
	深圳市	351108862,351108862,345413723,345413723,344780658,344780658,343633553,343633553,338301661,338301661,339902008,339902008,339804317,339804317,338801832,338801832,337346535,337346535,336662542,336662542,
	刺猬大学	304838170,48510028,304838170,347938061,48510028,347938061,268961398,48510028,268961398,288290769,48510028,288290769,318628129,48510028,318628129,315012080,48510028,315012080,290543744,48510028,290543744,35953016,48510028,35953016,33635478,48510028,33635478,41088875,48510028,41088875,
职业教育	上海	24399025,24399025,63178949,63178949,324250123,324250123,323441147,323441147,317702983,317702983,318937234,318937234,22267300,22267300,323459753,323459753,320563730,320563730,22187212,22187212,
	成都	
临床医疗	上海	280262473,280262473,280701280,280701280,277665184,277665184,49085110,49085110,41470037,41470037,25710791,25710791,
计算机软件	水云行	
	知乎用户	
军火	十三	339424230,339424230,277508190,277508190,351336288,351336288,347756476,347756476,345593418,345593418,351313514,351313514,299679598,299679598,20471974,20471974,324423801,324423801,324548631,324548631,
科研	少司命	346999432,48510028,346999432,291597382,48510028,291597382,52579481,48510028,52579481,338619329,48510028,338619329,334681627,48510028,334681627,332903563,48510028,332903563,268218579,48510028,268218579,332837918,48510028,332837918,329510875,48510028,329510875,301668691,48510028,301668691,
	绿之恶魔	345115721,345115721,345056581,345056581,344397424,344397424,344079431,344079431,328877123,328877123,327654277,327654277,327116055,327116055,327193285,327193285,324877823,324877823,325838819,325838819,
科研	地球	349566175,349566175,349698023,349698023,349675424,349675424,349447886,349447886,349209534,349209534,349209534,31400767,31400767,320223550,320223550,345544673,345544673,332408225,332408225,343695547,343695547,
培训	日本狸猫田中裕之	347601791,347601791,348316983,348316983,271960444,271960444,286557427,286557427,59469123,59469123,36451958,36451958,19793912,19793912,343828662,343828662,342410253,342410253,341399155,341399155,
艺术娱乐	上海	351145503,48509984,351145503,28247984,48509984,28247984,350126182,48509984,350126182,322990786,48509984,322990786,348181962,48509984,348181962,347358765,48509984,347358765,327906843,48509984,327906843,346215062,48509984,346215062,317516405,48509984,317516405,345293594,48509984,345293594,
资本投资	北京	351122226,351122226,265660805,265660805,351470445,351470445,351074765,351074765,349942003,349942003,350605172,350605172,350113338,350113338,343995371,343995371,349998035,349998035,349712935,349712935,
创意艺术	深圳市	346827077,346827077,346965791,346965791,264213676,264213676,306036087,306036087,309460482,309460482,327413818,327413818,22227462,22227462,322450073,322450073,41523327,41523327,36508400,36508400,
互联网	北京	
教育	北京	
	产品经理	
	斯巴鲁中国	343171595,48510028,343171595,326679735,48510028,326679735,340420374,48510028,340420374,339378907,48510028,339378907,347108878,48510028,347108878,36749067,48510028,36749067,40371021,27546941,48510028,27546941,339971471,48510028,339971471,337599789,48510028,337599789,317853986,48510028,317853986,
高等教育	英国	352473175,48510028,352473175,351920965,48510028,351920965,346862321,48510028,346862321,23448791,48510028,23448791,349870265,48510028,349870265,346198994,48510028,346198994,348916228,48510028,348916228,345282592,48510028,345282592,334189586,48510028,334189586,340516766,48510028,340516766,

	根本没有以后	57917472,57917472,55071280,55071280,35708794,35708794,66864681,66864681,264736572,264736572,302165466,302165466,277756007,277756007,65283816,65283816,293524617,293524617,267861219,267861219,
