
	mark	53190874,53190874,62150787,62150787,58278300,58278300,57853195,57853195,23651440,23651440,49943038,49943038,46775045,46775045,34773845,34773845,19825353,19825353,46838234,46838234,
生物工程	慕斯	346502540,346502540,350841042,350841042,344971138,344971138,342193163,342193163,347108423,347108423,348772129,348772129,348880174,348880174,299318105,299318105,348478299,348478299,347988128,347988128,
创意艺术	北京	347639463,48510028,347639463,25668999,48510028,25668999,348641796,48510028,348641796,46996086,48510028,46996086,63310794,48510028,63310794,346161496,48510028,346161496,344920971,48510028,344920971,49502870,48510028,49502870,344993736,48510028,344993736,339299336,48510028,339299336,
美容		
	北京市	
	知乎用户	
医疗服务		352114245,352114245,352144888,352144888,352144439,352144439,352173219,352173219,336436812,336436812,60838309,60838309,55609384,55609384,320604327,320604327,28171212,28171212,276107100,276107100,
资本投资	北京	331318550,331318550,20804550,20804550,329768651,329768651,65462889,65462889,320007120,320007120,332747244,332747244,328857889,328857889,332780664,332780664,278112374,278112374,316445888,316445888,
临床医疗	北京	351116257,48509984,351116257,349705422,48509984,349705422,343862428,48509984,343862428,342402784,48509984,342402784,342201008,48509984,342201008,340994102,48509984,340994102,340923924,48509984,340923924,30674383,48509984,30674383,338364708,48509984,338364708,340963157,48509984,340963157,
机械设备	无锡	36605206,36605206,351825376,351825376,320507085,320507085,351219957,351219957,351753048,351753048,344954093,344954093,346132434,346132434,342886955,342886955,351454883,351454883,350769603,350769603,
临床医疗	武汉市	54318055,54318055,20709722,20709722,305374937,305374937,310105493,310105493,46869324,46869324,43018283,43018283,265771574,265771574,20352068,20352068,31521205,31521205,335705792,335705792,
生物工程	浙江大学	352566003,352566003,348918898,348918898,348807553,348807553,25160832,25160832,341238877,341238877,340486158,340486158,292864198,292864198,268101780,268101780,332478225,332478225,330485362,330485362,
临床医疗	技术总监	343699039,48510028,343699039,340502307,48510028,340502307,340076697,48510028,340076697,339567108,48510028,339567108,337744983,48510028,337744983,293954781,48510028,293954781,61272229,48510028,61272229,334596233,48510028,334596233,334153215,48510028,334153215,334516504,48510028,334516504,
	LinkedIn领英中国	290003248,48510028,290003248,313622793,48510028,313622793,351334782,48510028,351334782,27201150,48510028,27201150,347869019,48510028,347869019,21158801,48510028,21158801,307264057,48510028,307264057,293390085,48510028,293390085,24981270,48510028,24981270,284528244,48510028,284528244,
	小秋意ww	30167647,30167647,348972248,348972248,22185256,22185256,24967708,24967708,30681215,30681215,68618551,68618551,348644766,348644766,41931111,41931111,68571065,68571065,30003046,30003046,
娱乐休闲	张全蛋	348987952,48510028,348987952,347662115,48510028,347662115,344754554,48510028,344754554,341845915,48510028,341845915,341871922,48510028,341871922,332045053,48510028,332045053,61068647,48510028,61068647,320207422,48510028,320207422,315243399,48510028,315243399,310445717,48510028,310445717,
互联网	重庆	41053508,41053508,50608844,50608844,349348788,349348788,318496657,318496657,288290769,288290769,322231773,322231773,347260821,347260821,332350910,332350910,299074009,299074009,339288662,339288662,
咨询分析	香港中文大学	313210155,313210155,313561034,313561034,278213527,278213527,279185158,279185158,286276200,286276200,276053370,276053370,293342130,293342130,291347136,291347136,54044325,54044325,286649189,286649189,
	美国	21875065,48510028,21875065,
	斯坦利 库布利克	
	上海	346255879,346255879,345451609,345451609,321625749,321625749,342017229,342017229,341865935,341865935,341508939,341508939,28953140,28953140,333258255,333258255,324796018,324796018,324080762,324080762,
互联网	杭州	351426844,351426844,352084212,352084212,351106143,351106143,351180302,351180302,350411823,350411823,308115396,308115396,336267047,336267047,319158572,319158572,347469966,347469966,21287801,21287801,
互联网	Python高级开发	330632089,330632089,328842698,328842698,51622066,51622066,24590883,24590883,25627959,25627959,56055999,56055999,27522719,27522719,20799742,20799742,32048560,32048560,
制药	上海	320604327,320604327,
	Mr.Chen	338271575,338271575,315217548,315217548,65186010,65186010,270678246,270678246,276180564,276180564,267861416,267861416,266801488,266801488,38776601,38776601,29459494,29459494,65256761,65256761,
高等教育	合肥	266206691,48510028,266206691,63333871,48510028,63333871,62310729,48510028,62310729,38748788,48510028,38748788,57375395,48510028,57375395,20706165,48510028,20706165,54532719,48510028,54532719,55388923,48510028,55388923,35601718,48510028,35601718,55503712,48510028,55503712,
教育	深圳市	351736093,351736093,346322738,346322738,351358795,351358795,283987104,283987104,295755562,295755562,351680226,351680226,305998078,305998078,350097031,350097031,35999804,35999804,303048819,303048819,
高等教育	杭州	350632093,350632093,344703969,344703969,307882561,307882561,320571843,320571843,48476818,48476818,322674580,322674580,277338571,277338571,268057030,268057030,265361674,265361674,52063055,52063055,
高等教育		352226489,48510028,352226489,350100533,48510028,350100533,350857182,48510028,350857182,339288662,48510028,339288662,328372267,48510028,328372267,348032762,48510028,348032762,348882560,48510028,348882560,342318692,48510028,342318692,36532219,48510028,36532219,336144045,48510028,336144045,

军火	上海	66683860,66683860,349434424,349434424,349016011,349016011,348551735,348551735,20781843,20781843,347348237,347348237,347687815,347687815,327906843,327906843,282495703,282495703,343203484,343203484,
高等教育	河南财经政法大学	21099817,21099817,264956816,264956816,30676996,30676996,
广告		20777326,48510028,20777326,25145037,48510028,25145037,28680685,48510028,28680685,25268488,48510028,25268488,35644037,48510028,35644037,23523985,48510028,23523985,19663849,48510028,19663849,47331556,48510028,47331556,21410966,48510028,21410966,23862762,48510028,23862762,
电子商务	公众号故事铺子001	349675424,349675424,348639185,348639185,348516955,348516955,319189374,319189374,308085320,308085320,313376591,313376591,289472981,289472981,306741829,306741829,292374734,292374734,58021078,58021078,
创意艺术	北京	350997351,48509984,350997351,348276853,48509984,348276853,344019917,48509984,344019917,342172376,48509984,342172376,66955361,48509984,66955361,348478699,48509984,348478699,348429636,48509984,348429636,348396962,48509984,348396962,346359791,48509984,346359791,348066971,48509984,348066971,
创意艺术	芝加哥	37154843,37154843,37068694,37068694,36316650,36316650,36735329,36735329,36996816,36996816,30499038,30499038,34947892,34947892,21592312,21592312,34632761,34632761,26492747,26492747,
互联网	知乎用户	
养老服务	乌苏里斯克	277807298,48509984,277807298,31639400,48509984,31639400,19565754,48509984,19565754,23553937,48509984,23553937,281768686,48509984,281768686,19912844,48509984,19912844,291361863,48509984,291361863,27198493,48509984,27198493,27996454,48509984,27996454,26771121,48509984,26771121,
	天津	268395554,268395554,268221776,268221776,328457531,328457531,
	快法务	338555259,48510028,338555259,335428095,48510028,335428095,333131165,48510028,333131165,333043882,48510028,333043882,332018585,48510028,332018585,330676346,48510028,330676346,330484138,48510028,330484138,333813425,48510028,333813425,321740038,48510028,321740038,320497197,48510028,320497197,
高等教育	香港特别行政区	332918914,48510028,332918914,327592281,48510028,327592281,309879082,48510028,309879082,302435026,48510028,302435026,300632662,48510028,300632662,277683973,48510028,277683973,31133229,48510028,31133229,292221932,48510028,292221932,270883846,48510028,270883846,283649157,48510028,283649157,
法律	上海市	351779111,48509984,351779111,351118441,48509984,351118441,350655387,48509984,350655387,29861427,48509984,29861427,348350686,48509984,348350686,349120697,48509984,349120697,346897709,48509984,346897709,61427887,48509984,61427887,347354112,48509984,347354112,345411976,48509984,345411976,

互联网	深圳市	
金融	京津冀	352115462,352115462,337037313,337037313,349976414,349976414,24968854,24968854,347495742,347495742,347302891,347302891,346178270,346178270,342016897,342016897,283701544,283701544,283609305,283609305,
互联网	杭州	349781196,349781196,345708487,345708487,319941103,319941103,299256126,299256126,346746290,346746290,346450641,346450641,339944846,339944846,339837587,339837587,345471945,345471945,345056581,345056581,
证券投资	海顿	351811022,351811022,351841664,351841664,350472291,350472291,271982903,271982903,287223979,287223979,343595297,343595297,271256204,271256204,26963091,26963091,348897141,348897141,47990039,47990039,
临床医疗	武汉	323293661,323293661,264724922,264724922,267695749,267695749,263808314,263808314,68757020,68757020,66921208,66921208,39755555,39755555,66391489,66391489,66231199,66231199,65153497,65153497,
	周姑娘	338767712,338767712,339118658,339118658,331242342,331242342,332219454,332219454,325844183,325844183,312728233,312728233,
计算机软件	凌岳	266383712,266383712,273905961,273905961,271780789,271780789,271566324,271566324,270758442,270758442,61957999,61957999,67948916,67948916,268753428,268753428,266686715,266686715,266437086,266437086,
	四川大学华西医院	266456420,48510028,266456420,21594833,48510028,21594833,302385580,48510028,302385580,346738120,48510028,346738120,30501926,48510028,30501926,
渔业	北京	
法律		346930548,346930548,346648714,346648714,276307864,276307864,268387460,268387460,299528616,299528616,263954039,263954039,265849570,265849570,35035813,35035813,338661820,338661820,28037924,28037924,
	城闭喧	351703275,351703275,287094159,287094159,266586355,266586355,318517025,318517025,345099419,345099419,348681304,348681304,347748518,347748518,329136876,329136876,346024815,346024815,346982607,346982607,
电子游戏	林子诚	
服装业	Kooncong	37976259,37976259,318204082,318204082,343426120,343426120,57316212,57316212,22879760,22879760,28332986,28332986,336245137,336245137,332224621,332224621,318657727,318657727,31539547,31539547,
